Product name,Product number,Product price,Product description,Product url
Adjustable Fiddle on Slide,74-44,$561.90,"Fiddle block on Stainless steel slider.  Polyethylene liners ensure smooth adjustability.  Delrin(tm) ball bearing sheaves provide a low-friction yet strong block.  Adjustable screw allows for proper positioning on your track.  Works with our 17-68 twin sheet lead car.  Track Size 1-1/4"" x 3/16"" (31 mm x 4.6 mm), Boat Size 40' 230000 lbs. 800 sq. ft., Sheave Dia. 1-7/16"" & 2-1/4"" (36 mm & 57 mm), Max Line 1/2"" (13 mm), L 5-1/32"" (128 mm), W 1-9/16"" (40 mm), H 4-3/8"" (111 mm), Bearing Height 2-9/16"" (65 mm), SWL 1500 lbs. (675 kg), Weight 1 lb. 2 oz. (0.5 kg)",https://hardware.schaefermarine.com/collections/blocks/products/adjustable-fiddle-on-slide-74-44
7 Series Deck Organizer 2 over 2,704-30,$436.40,"7 Series Two Sheave over two sheave Aluminum deck organizer. Stainless Steel base and anodized aluminum top strap provide a high strength base. Delrin(tm) sheaves ensure smooth operation and high strength. Sheave Dia. 2-3/8"" (60 mm), Max Line 1/2"" (13 mm), Length 7"" (177 mm), Width 2-3/8"" (60 mm), Height 1-29/32"" (48 mm), Fasteners (2) 5/16"" RH (8 mm), CC 2-3/4"" (70 mm), SWL 3000 lbs. (1365 kg), Weight Alum. 1 lb. 11 oz. (765 g)   7 Series deck organizers available with aluminum sheaves part #62-070-BW",https://hardware.schaefermarine.com/collections/blocks/products/7-series-deck-organizer-2-over-2-704-30
"Triple S.S. Block w/ Adjustable Cam, Becket",505-93,$582.35,"Triple Block with Stainless Steel Cheeks, Delrin(tm) Sheaves, Adjustable Cam and Becket. Adjustable cam bracket allows for correct cam cleat angle. Works with 505-90 for a 6:1 Purchase.  Fast entry cam cleat ensures smooth line engagement.  Length 5-17/32"" (140mm), Width 4""(101mm), Thickness 2-5/16"" (59mm), Weight 1lb 3 oz (482g).  Safe Working load 1750 lbs (795kg)",https://hardware.schaefermarine.com/collections/blocks/products/triple-s-s-block-w-adjustable-cam-becket-505-93
5 Series Deck Organizer 2 over 2,504-30,$277.85,"5 Series 2 Sheave over 2 sheave Aluminum deck organizer. Stainless Steel base and anodized aluminum top strap provide a high strength base. Delrin(tm) sheaves ensure smooth operation and high strength. Sheave Dia. 2"" (51 mm), Max Line 7/16"" (11 mm), Length 5-25/32"" (145 mm), Width 2"" (51 mm), Height 1-1/2"" (38 mm), Fasteners (2) 1/4"" RH (6 mm), CC 2-1/4"" (57 mm), SWL 1950 lbs. (885 kg), Weight Alum. 15.9 oz. (451 g)   5 Series deck organizer available with aluminum sheave part #62-023-15CW",https://hardware.schaefermarine.com/collections/blocks/products/5-series-deck-organizer-2-over-2-504-30
Backing Plate for 10-62-UC,97-50,$50.75,Backing Plate for 10-62,https://hardware.schaefermarine.com/collections/blocks/products/backing-plate-for-10-62-uc-97-50
"All-Inclusive System for 1"" T-Track",17-20,"$2,331.25","17-60 system works on 1-1/4"" T-Track. Includes everything needed for a 4:1 adjustable lead system. Enables use of existing T-Track for a quick and easy installation. Includes: 17-28 Lead Cars (2), 200-13 Fiddle Blocks(2), 74-41 Fiddle (2), 70-17 Cam Cleat (2), 78-93 Dead end bail (2), 40' 1/4"" Line, 10' 1/4"" Shock Cord, 78-51 Bullseye (2) Fits T-Track Size 1"" x 1-1/8"" (25 mm x 3.2 mm), Boat Size Up To LOA, Displ., Sail Area: 33', 12000 lbs., 520 sq. ft. (10 m, 5455 kg, 48 m2), SWL 2500 lbs. (1135 kg), Weight 5 lbs. 8 oz. (2.46 kg)",https://hardware.schaefermarine.com/collections/blocks/products/all-inclusive-system-for-1-t-track-17-20
Wire Block/Alum.,33-03,$137.30,"33-03 Stainless Steel wire block with aluminum sheave. Aluminum sheave runs on our Nomex(tm)/Teflon(tm) bearing for low friction and high safe working load.  Sheave Dia. 1-7/16"" (37 mm), Max Wire 1/8"" (3 mm), Pin dia. 3/16"" (5 mm), L 2-15/16"" (74 mm), W 1-9/16"" (40 mm), T 13/32"" (10 mm), SWL 1000 lbs. (453 kg), Weight 2 oz. (57 g), Max Wire 1/8"" (3mm)",https://hardware.schaefermarine.com/collections/blocks/products/wire-block-alum-33-03
Eye Jaw Wire Block/Alum.,33-30,$645.40,"33-30 Eye Jaw wire Block. Perfect for use on runners, backstays or any area requiring strong wire support. Aluminum sheave runs on Nomex(tm)/Teflon(tm) bearing for high load/low friction application. Sheave Dia. 3-1/4"" (83 mm), Max Wire 3/16"" (5 mm), Jaw Opening17/32"" (14 mm), Pin dia. 1/2"" (12 mm), L 6-11/32"" (161 mm), W 3-1/4"" (83 mm), T 25/32"" (20 mm), SWL 5500 lbs (2495 kg), Weight 1 lb. 7 oz. (652 g), Max Wire 3/16"" (5mm)",https://hardware.schaefermarine.com/collections/blocks/products/eye-jaw-wire-block-alum-33-30
Eye Jaw Wire Block/Alum.,33-20,$424.40,"33-20 Eye Jaw wire Block.  Perfect for use on runners, backstays or any area requiring strong wire support.  Aluminum sheave runs on Nomex(tm)/Teflon(tm) bearing for high load/low friction application.  Sheave Dia. 2-3/8"" (60 mm), Max Wire 1/8"" (3 mm), Jaw Opening 13/32"" (10 mm), Pin dia. 3/8"" (10 mm), L 4-27/32"" (123 mm), W 2-3/8"" (60 mm), T 17/32"" (13 mm), SWL 4000 lbs. (1815 kg), Weight 10 oz. (284 g), Max Wire 1/8"" (3mm)",https://hardware.schaefermarine.com/collections/blocks/products/eye-jaw-wire-block-alum-33-20
Fiddle Block with V-Jam cleat,25-43,$111.45,"Fiddle block with v-jam cleat.  Works with 02-13 for a 3:1 purchase system.  Delrin(tm) sheaves on plain bearings ensure smooth operation.  Length 4-7/16""(112mm), Width 2-5/32"" (55mm), Thickness 15/32"" (12mm), Weight 3 oz, (85g), Safe Working load 900 lbs (410kg)",https://hardware.schaefermarine.com/collections/blocks/products/fiddle-block-with-v-jam-cleat-25-43
Fiddle Block with side shackle and becket,02-53,$139.50,"Fiddle block with side shackle and becket.  Works with 02-43 for a 4:1 purchase.  Delrin(tm) sheaves on plain bearings ensure smooth operation and high safe working load.  Length 4-7/8""(124mm), Width 1-7/8"" (48mm), Thickness 15/32"" (12mm), Weight 3 oz, (85g), Safe Working load 900 lbs (410kg)",https://hardware.schaefermarine.com/collections/blocks/products/fiddle-block-with-side-shackle-and-becket-02-53
Eye Jaw Wire Block/Alum.,33-40,"$1,115.45","33-40 Eye Jaw wire Block. Perfect for use on runners, backstays or any area requiring strong wire support. Aluminum sheave runs on Nomex(tm)/Teflon(tm) bearing for high load/low friction application.  Sheave Dia. 4"" (102 mm), Max Wire 1/4"" (6 mm), Jaw Opening11/16"" (18 mm), Pin dia. 5/8"" (16 mm), L 7-17/32"" (191 mm), W 4"" (102 mm), T 15/16"" (24 mm), SWL 7500 lbs (3402 kg), Weight 2 lb 8 oz. (1.13k g)",https://hardware.schaefermarine.com/collections/blocks/products/eye-jaw-wire-block-alum-33-40
Triple Stainles Steel Block,505-90,$294.25,"Triple block with Stainless Steel cheeks.  Works with 505-93 for a powerful 6:1 purchase.  Swivel head may be locked in place with the adjustment of an set screw.  Delrin(tm) sheaves ensure smooth operation and high safe working load.  Sheave Dia. 2"" (51mm), Thickness 2 3/8"" (61mm), Width 2 1/8"" (54mm), Length 4 13/32"" (112mm), SWL 1750 lbs. (795kg), Weight 13.5oz. (383g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/triple-stainles-steel-block-505-90
Stand-Up Swivel,10-62-UC,$951.45,"10 Series Stand Up Block with Stainless Steel cheeks and Aluminum ""universal circuit"" ball bearing sheave.   Aluminum sheave run on Delrin(tm) ball bearings for a very strong yet low-friction sheave.  Stainless Steel base provides high safe working load when combined with optional backing plate part number 97-50.  Bolted construction allows for easy maintainence.  Sheave Dia. 3-1/4"" (83 mm), Max Line 5/8"" (16 mm), Dia. includes urethane base 4-1/2"" (114 mm), Height 6-3/32"" (155 mm), H2 3-1/8"" (79 mm), Fastener Size (4),5/16"" RH (8 mm), C/C 2-5/16"" (59 mm), SWL 3750 lbs (1700 kg), Weight Stain. 2 lbs. 6.5 oz. (1.09 kg)",https://hardware.schaefermarine.com/collections/blocks/products/stand-up-swivel-10-62-uc
Triple Ball Bearing Block,506-90,$328.45,"Triple block with ball bearing sheaves.  Works with 506-93 for a 6:1 purchase.  Delrin(tm) ball bearing sheaves ensure low-friction operation.  Sheave Dia. 2"" (51mm), Thickness 2 3/8"" (61mm), Width 2 1/8"" (54mm), Length 4 13/32"" (112mm), SWL 1500 lbs. (680kg), Weight 9.2oz (261g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/triple-ball-bearing-block-506-90
Triple Ball Bearing Block w/ Adj. Cam/Becket,506-93,$595.75,"Triple block with becket, ball bearing sheaves and cam cleat.  Delrin(tm) ball bearing sheaves provide low-friction operation.  Adjustable cam bracket enables correct angle for sheeting.  Fast entry cam cleats allow for easy line engagement.  Works with 506-90 for 6:1 purchase.  Sheave Dia. 2"" (51mm), Thickness 2 5/16"" (59mm), Width 4"" (101mm), Length 5 17/32"" (140mm), SWL 1500 lbs. (680kg), Weight 1lb. 3oz. (482g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/triple-ball-bearing-block-w-adj-cam-becket-506-93
Stainless Steel Single Block with Becket,120-15-UC,"$1,291.70","Single 12 Series Block with becket and UC Ball bearing sheave. Powerful 4"" (102mm) sheave diameter runs on Nomex(tm)/Teflon(tm) composite bearing and twin ball bearing races for maximum thrust load capacity. Stainless Steel cheeks are reinforced for high loads. Swivel head ""D"" Shackle may be locked in place. Bolted construction allows for disassembly and proper maintainence.  Removable becket allows for the use of pre-spliced line.  Sheave Dia. 4"" (102mm), Thickness 1 1/2"" (38mm), Width 4"" (102mm), Length 9 25/32"" (248mm), SWL 5000 lbs (2270kg), Weight 3lbs 1oz (1.39kg), Max Line 3/4"" (19mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-steel-single-block-with-becket-120-15-uc
Stainless Steel Fiddle Block with Becket,120-55-UC,"$1,920.85","12 Series Fiddle Block with Becket and UC Ball bearing sheaves. Powerful aluminum sheaves run on Nomex(tm)/Teflon(tm) composite bearing and twin ball bearing races for maximum thrust load capacity. Works with 120-45-UC for a powerful 4:1 system.  Stainless Steel cheeks are reinforced for high loads. Swivel head ""D"" Shackle may be locked in place. Bolted construction allows for disassembly and proper maintainence.  Removable becket allows for use of pre-spliced line.  Sheave Dia. 4"" (102mm), Thickness 1 1/2"" (38mm), Width 4"" (102mm), Length 11 9/32"" (286mm), SWL 5000 lbs (2270kg), Weight 4lbs 1oz (1.84kg), Max Line 3/4"" (19mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-steel-fiddle-block-with-becket-120-55-uc
S.S. Single Block w/ Becket and UC Aluminum Sheave,10-15-UC,$969.60,"10 Series Block with Stainless Steel cheeks, becket and Aluminum ""universal circuit"" ball bearing sheaves. Aluminum sheave run on Delrin(tm) ball bearings for a very strong yet low-friction sheave.  Stainless Steel D shackle run on a swivel head that may be locked in plate to avoid line twist. Bolted construction allows for easy maintainence.  Removable becket allows for the use of pre-spliced line.  Sheave Dia. 3 1/4"" (83mm), Thickness 1 7/32"" (31mm), Width 3 1/4"" (83mm), Length 8 19/32"" (218mm), SWL 3750 lbs (1750kg), Weight 1lb 10oz (737g), Max Line 5/8"" (16mm)",https://hardware.schaefermarine.com/collections/blocks/products/s-s-single-block-w-becket-and-uc-aluminum-sheave-10-15-uc
Stainless Steel Fiddle Block,120-45-UC,"$1,684.45","12 Series Fiddle Block with UC Ball bearing sheaves. Powerful aluminum sheaves run on Nomex(tm)/Teflon(tm) composite bearing and twin ball bearing races for maximum thrust load capacity. Works with 120-55-UC for a powerful 4:1 system.  Stainless Steel cheeks are reinforced for high loads. Swivel head ""D"" Shackle may be locked in place. Bolted construction allows for disassembly and proper maintainence.  Sheave Dia. 4"" (102mm), Thickness 1 1/2"" (38mm), Width 4"" (102mm), Length 11 9/32"" (286mm), SWL 5000 lbs (2270kg), Weight 4lbs 1oz (1.84kg), Max Line 3/4"" (19mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-steel-fiddle-block-120-45-uc
Stainless Steel Single Block with Becket,10-15,$750.25,"10 Series Single Block with Stainless Steel cheeks and Becket.  Delrin(tm) sheave runs on Nomex(tm)/Teflon(tm) bearings for low-friction and high safe working loads.  Stainless Steel D shackle run on a swivel head that may be locked in plate to avoid line twist.  Removable becket allows for the use of pre-spliced line.  Bolted construction allows for easy maintainence.  Sheave Dia. 3 1/4"" (83mm), Thickness 1 7/32"" (31mm), Width 3 1/4"" (83mm), Length 8 19/32"" (218mm), SWL 3750 lbs (1750kg), Weight 1lb 10oz (737g), Max Line 5/8"" (16mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-steel-single-block-with-becket-10-15
Stainless Fiddle Block with UC Sheave,10-45-UC,"$1,726.20","10 Series Fiddle Block with Stainless Steel cheeks and Aluminum ""universal circuit"" ball bearing sheaves.  Works with 10-55-uc for a powerful 4:1 system.  Aluminum sheaves run on Delrin(tm) ball bearings for a very strong yet low-friction sheave. Unique single top sheave and two in-line sheaves spread the load reducing friction and chafe. Stainless Steel D shackle run on a swivel head that may be locked in plate to avoid line twist. Bolted construction allows for easy maintainence.  Sheave Dia. 3 1/4"" (83mm),  Lower Sheaves dia. 2-3/8"" (60mm), Thickness 1-7/32"" (31mm), Width 4-13/16"" (122mm), Length 9-1/4"" (235mm), SWL 3750 lbs (1750kg), Weight 3lbs 1oz (1.39kg), Max Line 5/8"" (16mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-fiddle-block-with-uc-sheave-10-45-uc
Stainless Fiddle Block w/ Becket and UC Sheave,10-55-UC,"$1,866.45","10 Series Fiddle Block with Stainless Steel cheeks, becket and Aluminum ""universal circuit"" ball bearing sheaves. Aluminum sheaves run on Delrin(tm) ball bearings for a very strong yet low-friction sheave. Unique single top sheave and two in-line sheaves spread the load reducing friction and chafe. Stainless Steel D shackle run on a swivel head that may be locked in plate to avoid line twist. Bolted construction allows for easy maintainence.  Removable becket allows for the use of pre-spliced line.  Sheave Dia. 3 1/4"" (83mm), Thickness 1 7/32"" (31mm), Width 4 13/16"" (122mm), Length 11 1/4"" (286mm), SWL 3750 lbs (1750kg), Weight 3lbs 4oz (1.47kg), Max Line 5/8"" (16mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-fiddle-block-w-becket-and-uc-sheave-10-55-uc
Stainless Fiddle Block,10-45,"$1,204.50","10 Series Fiddle Block with Stainless Steel cheeks. Works with 10-55 for a 4:1 purchase. Delrin(tm) sheaves run on Nomex(tm)/Teflon(tm) bearings for low-friction and high safe working loads. Unique design features a single top sheave and two in-line sheaves to spread the load reducing friction and chafe. Stainless Steel D shackle run on a swivel head that may be locked in plate to avoid line twist. Bolted construction allows for easy maintainence.  Upper Sheave Dia. 3 1/4"" (83mm), Lower sheaves dia. 2-3/8"" (60mm), Thickness 1 7/32"" (31mm), Width 4 13/16"" (122mm), Length 9 1/4"" (235mm), SWL 3750 lbs (1750kg), Weight 3lbs 1oz (1.39kg), Max Line 5/8"" (16mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-fiddle-block-10-45
Stainless Fiddle Block with Becket,10-55,"$1,343.35","10 Series Fiddle Block with Stainless Steel cheeks and becket. Works with 10-45 for a 4:1 purchase. Delrin(tm) sheaves run on Nomex(tm)/Teflon(tm) bearings for low-friction and high safe working loads. Unique design features a single top sheave and two in-line sheaves to spread the load reducing friction and chafe. Stainless Steel D shackle run on a swivel head that may be locked in plate to avoid line twist. Removable becket allows for use of pre-spliced line.  Bolted construction allows for easy maintainence.  Upper Sheave Dia. 3 1/4"" (83mm), Lower sheaves dia. 2-3/8"" (60mm), Thickness 1 7/32"" (31mm), Width 4 13/16"" (122mm), Length 11 1/4"" (286mm), SWL 3750 lbs (1750kg), Weight 3lbs 4oz (1.47kg), Max Line 5/8"" (16mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-fiddle-block-with-becket-10-55
Stainless Fiddle Block wi/Adjustable Cam/Becket,505-76,$452.35,"Fiddle block with becket and adjustable cam cleat.  Works with 505-45 for a 4:1 purchase.  Delrin(tm) ball bearing sheaves ensure smooth operation and high safe working load.  Adjustable cam cleat bracket allows you to achieve the correct angle for proper cam engagement.  Lower Sheave Dia. 2"" (51mm), Upper Sheave Dia. 1-7/16"" (37mm), Thickness 2 5/16"" (58mm), Width 4 1/8"" (105mm), Length 7 3/16"" (183mm), SWL 1750 lbs. (795kg), Weight 1lb 2oz. (510g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-fiddle-block-wi-adjustable-cam-becket-505-76
Single Block with Swivel Shackle and Becket,303-15,$127.50,"Single block with becket and swivel shackle.    Anodized aluminum cheeks protect the Delrin (TM) sheave ensuring a reliable unit.  Sheave Dia. 1 7/16"", Thickness 3/4"" (19mm), Width 1 9/16"" (40mm), Length 4 1/2"" (114mm), SWL 1000 lbs (410 kg), Weight 2.8oz. (79g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-block-with-swivel-shackle-and-becket-303-15
Single Ball Bearing Block with swivel head.,200-05,$114.80,"Single Ball Bearing Block with Swivel Shackle.  Delrin(tm) ball bearing sheaves ensures smooth operation for control lines or sheets on small boats.  SWL 500 lbs (225kg) Length 3 1/2""(89mm), Width 1 3/16""(30mm), Thickness 19/32""(15mm), Weight 2oz (57g)",https://hardware.schaefermarine.com/collections/blocks/products/single-ball-bearing-block-with-swivel-head-200-05
Single Ball Bearing Block with Becket,506-15,$153.55,"Single block with aluminum cheeks, ball bearing sheave and becket.  Delrin(tm) ball bearing sheave ensures low-friction operation.  Removable becket allows pre-spliced lines to be easily attached.  Sheave Dia. 2"" (51mm), Thickness 15/16"" (24mm), Width 2 1/8"" (54mm), Length 5 17/32"" (140mm), SWL 1500 lbs. (680kg), Weight 5.7oz. (162g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-ball-bearing-block-with-becket-506-15
